"","label"
"CCDC84",NA
"NLRP10",NA
"VSIG10",NA
"DRC3",NA
"PPP1R37",NA
"DNASE1",NA
"CCDC96",NA
"CBARP",NA
"PPM1L",NA
"PIP5KL1",NA
"TMPRSS11D",NA
"ZNF491",NA
"SERPINB8",NA
"TRAPPC10",NA
"JRKL",NA
"WISP2",NA
"UNG",NA
"DCP1B",NA
"MPPED1",NA
"COQ9",NA
"GSDMA",NA
"PINX1",NA
"RPS10",NA
"PQBP1",NA
"PPM1H",NA
"BRMS1L",NA
"HOXA11",NA
"VGF",NA
"ATG13",NA
"STX18",NA
"BMP15",NA
"TTC29",NA
"BCL3",NA
"TMEM43",NA
"TMOD3",NA
"FJX1",NA
"ACOT9",NA
"SPATA22",NA
"DECR2",NA
"TNFAIP2",NA
"MBNL3",NA
"RAP2B",NA
"TTC22",NA
"MRPS27",NA
"PTGES2",NA
"ENDOU",NA
"PARL",NA
"REXO4",NA
"NDUFAF3",NA
"ALKBH3",NA
"ZNF503",NA
"CAMK4",NA
"SEMG2",NA
"ADIPOR1",NA
"FAM57A",NA
"MSLN",NA
"TRIM56",NA
"RNF212",NA
"SCO1",NA
"PCDHB12",NA
"RPS26",0
"SEPT14",NA
"ZNF436",NA
"ACOT2",NA
"ZNF513",NA
"CADM4",NA
"SAGE1",NA
"RHAG",NA
"C11orf80",NA
"TRIB1",NA
"MAGEE1",NA
"AHSA1",NA
"GTF2F1",NA
"PRRC1",NA
"TAL1",NA
"FAM114A2",NA
"STK33",NA
"CALB1",NA
"SLC52A2",NA
"ALX3",NA
"TSPAN18",NA
"NTHL1",NA
"PTCHD1",NA
"KCNC2",NA
"DNAJB1",NA
"RANBP3L",NA
"CCDC71",NA
"VASP",NA
"GLT8D1",NA
"SLC5A5",NA
"RTN4IP1",NA
"MSANTD4",NA
"ZNF502",NA
"SHISA6",NA
"PABPN1",NA
"SPAM1",NA
"ZBTB33",NA
"C17orf80",NA
"ABR",NA
"HOXC11",NA
"TADA2B",NA
"GORASP2",NA
"MPDU1",NA
"FGL2",NA
"HSD3B2",NA
"FCAMR",NA
"SYT17",NA
"CABYR",NA
"MED27",NA
"TNFRSF11A",NA
"MFNG",NA
"LILRA6",NA
"RPAP2",NA
"FAM114A1",NA
"CTTNBP2NL",NA
"FOLR1",NA
"IKBIP",NA
"ADRB1",NA
"FEZF1",NA
"SAPCD2",NA
"TOX",NA
"ZBED6",NA
"SFXN2",NA
"C5orf38",NA
"RAB1B",NA
"TICAM2",NA
"ZNF721",NA
"LTBR",NA
"FBXO43",NA
"HOXD12",NA
"TDRKH",NA
"PAIP1",NA
"ALCAM",NA
"RCAN1",NA
"SNX31",NA
"HYAL1",NA
"ADRA1B",NA
"DHRS7B",NA
"UBR5",NA
"PRSS27",NA
"KLF4",NA
"DDRGK1",NA
"ATP6V0D2",NA
"SLC16A13",NA
"TMCO1",NA
"FGF17",NA
"ZBTB34",NA
"IL22RA1",NA
"BLM",NA
"PUS7L",NA
"ZNF350",NA
"UTP3",NA
"ATMIN",NA
"SNX11",NA
"SHH",NA
"MFSD4B",NA
"GUCY1A1",NA
"HTR1B",NA
"CDKL1",NA
"HSDL1",NA
"ANKUB1",NA
"ERGIC1",NA
"EFCAB3",NA
"SLC26A5",NA
"CHMP4C",NA
"MBP",NA
"FAM189A2",NA
"CPA4",NA
"BFAR",NA
"ARID3B",NA
"FOXD4L1",NA
"NAA30",NA
"PTK2",NA
"CNN2",NA
"SFTPB",NA
"GAS8",NA
"GMEB2",NA
"PRSS3",NA
"HPR",NA
"EME1",NA
"TTC23",NA
"FBXL12",NA
"TRA2B",NA
"GCNT3",NA
"CEP57L1",NA
"ATP5F1C",NA
"PYCR3",NA
"PCBP3",NA
"MUCL3",NA
"SSBP2",NA
"RFX1",NA
"RBFOX3",NA
"EDIL3",NA
"PCNX2",NA
"TGIF1",NA
"CIRBP",NA
"UGT8",NA
"C5",NA
"ABHD11",NA
"CLDN7",NA
"NUDT9",NA
"IL2RG",NA
"TADA3",NA
"ZFP37",NA
"MX2",NA
"IL21R",NA
"TRIM22",NA
"EN1",NA
"UNC5CL",NA
"C17orf75",NA
"NODAL",NA
"FBXO32",NA
"ADPRM",NA
"DNAJB4",NA
"ZNF662",NA
"MIEF2",NA
"BEND7",NA
"SMUG1",NA
"DGAT2L6",NA
"EIF4E2",NA
"CLDN3",NA
"PCMTD1",NA
"BAZ1B",NA
"CALB2",NA
"OVGP1",NA
"SS18",NA
"CPQ",NA
"IL20RA",NA
"SMYD1",NA
"SSC5D",NA
"DACT3",NA
"ZNF214",NA
"ANKRD33B",NA
"ZNF641",NA
"RNF32",NA
"FKBP6",NA
"CKAP2",NA
"HDX",NA
"CREB3L1",NA
"ATOH8",NA
"TFAM",NA
"C7orf25",NA
"RAB33B",NA
"NME7",NA
"MYF5",NA
"TOX3",NA
"MYZAP",NA
"VTI1A",NA
"PPM1F",NA
"ZNF415",NA
"PHOX2B",NA
"NAP1L4",NA
"CA9",NA
"SLC15A3",NA
"SULT4A1",NA
"FRMD5",NA
"THRAP3",NA
"SMYD3",0
"SLC7A13",NA
"PCYOX1L",NA
"RNF144B",NA
"HERPUD2",NA
"LGMN",0
"SKP2",NA
"ZAR1",NA
"DUSP10",NA
"SLC17A4",NA
"MS4A14",NA
"PPIE",NA
"IGSF21",NA
"LEKR1",NA
"GJB5",NA
"KDM8",NA
"CCT3",NA
"RBM4B",NA
"MARCH9",NA
"MKRN2",NA
"MIER2",NA
"TCEA1",NA
"TBXA2R",NA
"BMP10",NA
"PABPN1L",NA
"NAP1L1",NA
"LNPK",NA
"HYAL4",NA
"NMUR1",NA
"POLR1E",NA
"MYF6",NA
"PJVK",NA
"RASL10B",NA
"SLC38A2",NA
"RMI1",NA
"UGT3A2",NA
"DNAAF2",NA
"UGT2B7",NA
"ANXA4",NA
"RAD23A",NA
"PSMB4",NA
"MAP3K8",NA
"APRT",0
"CAPZB",NA
"DLK1",NA
"CCDC65",NA
"NAPSA",NA
"DNASE1L2",NA
"ADORA2A",NA
"ZNF254",NA
"SLC25A45",NA
"PJA2",NA
"GRK1",NA
"IFIT5",NA
"CTDSP1",NA
"NUFIP2",NA
"RNLS",NA
"DGKQ",NA
"RAB4B",NA
"PSTPIP1",NA
"CACNG7",NA
"GSX2",NA
"RNF39",NA
"SLCO6A1",NA
"ZIM2",NA
"PPP2CB",NA
"TRIM50",NA
"SLC35E1",NA
"ADAM29",NA
"ZNF776",NA
"ZNF319",NA
"SFRP4",NA
"CRYBA1",NA
"LRRC24",NA
"ZNF398",NA
"ZNF30",NA
"MVB12B",NA
"DTX2",NA
"TRIM65",NA
"FAAH2",NA
"ZBTB25",NA
"CETP",NA
"SLC39A4",NA
"SLC17A3",NA
"DEDD",NA
"LRRN4",NA
"CDK5",NA
"G6PC2",NA
"APOBEC3D",NA
"SOX12",NA
"TFB1M",NA
"ADCY1",NA
"HSD17B8",NA
"LRRC23",NA
"ST3GAL5",NA
"RFC3",NA
"METTL2A",NA
"ACY3",NA
"SVOP",NA
"SLC39A13",NA
"NIPSNAP2",NA
"ROM1",NA
"RAB8A",NA
"ST8SIA5",NA
"TMEM198",NA
"RMND1",NA
"ZNF652",NA
"MAGED2",NA
"TRMT2B",NA
"VKORC1L1",NA
"GDF2",NA
"IFT57",NA
"FOXD2",NA
"TSG101",NA
"ARHGAP1",NA
"CKAP2L",NA
"POT1",NA
"OLA1",NA
"SDF2L1",NA
"NPFFR2",NA
"DNASE2B",NA
"DEGS2",NA
"KRR1",NA
"ZNF35",NA
"HAPLN2",NA
"RS1",NA
"CENPN",0
"ZSCAN25",NA
"EFNA3",NA
"RBMS3",NA
"TESPA1",NA
"TENT5B",NA
"BTN2A2",NA
"CARNMT1",NA
"UTP11",NA
"APOA5",NA
"NDE1",NA
"SLC46A1",NA
"ZNF23",NA
"CSNK1A1",NA
"RABEPK",NA
"TBC1D32",NA
"CD5",NA
"TRABD2A",NA
"RRP8",NA
"E2F3",NA
"ABHD8",NA
"TCTE1",NA
"SPAG4",NA
"HOXB8",NA
"CLYBL",NA
"BCL6B",NA
"IGLON5",NA
"RAB5B",NA
"AASS",NA
"SFXN5",NA
"DMRTA1",NA
"CALR",NA
"CSNK1G2",NA
"DUSP4",NA
"PDIA3",NA
"PACSIN1",NA
"ANKRD33",NA
"GTF2B",NA
"NPTN",NA
"TBC1D22A",NA
"SCTR",NA
"ZDHHC3",NA
"NECAB3",NA
"SLC25A51",NA
"ARL8A",NA
"GAK",NA
"STK19",NA
"MYOZ3",NA
"ZNF540",NA
"ZNF233",NA
"POLR2F",NA
"EMC3",NA
"SHBG",NA
"WDR47",NA
"TLE6",NA
"SUPT3H",NA
"ARFIP1",NA
"SNPH",NA
"C9orf43",NA
"MAPK1",NA
"ZNF300",NA
"B3GAT2",NA
"CPA5",NA
"KDM4E",NA
"SH2D2A",NA
"ZFPL1",NA
"HOXB13",NA
"FAM83C",NA
"CYBA",NA
"ABRA",NA
"SERINC3",NA
"BACE2",NA
"KPRP",NA
"TNIP3",NA
"WDR92",NA
"OPRK1",NA
"GLMN",NA
"AGT",NA
"SMAP1",NA
"GCH1",NA
"ZSCAN21",NA
"RRAGD",NA
"USP9X",NA
"POMC",NA
"C11orf96",NA
"ADGRB1",NA
"ZNF526",NA
"SLC30A3",NA
"PRMT3",NA
"CCDC86",NA
"UBE2J1",NA
"SOX21",NA
"C8orf34",NA
"B4GALT5",NA
"CCDC137",NA
"NHLRC3",NA
"SERPINE1",NA
"CREB3L2",NA
"ST3GAL2",NA
"PCYT1B",NA
"ASB5",NA
"POU5F1B",NA
"NECAP2",NA
"RBP4",NA
"MPV17",NA
"GAS2",NA
"GABPB2",NA
"RPL18A",NA
"OGFRL1",NA
"FAM124A",NA
"COQ5",NA
"GZMB",NA
"IL23R",NA
"AGK",NA
"SLC46A2",NA
"NPHS1",NA
"PCDHB8",NA
"ZNF648",NA
"CLUAP1",NA
"KBTBD13",NA
"SLC16A2",NA
"PGGT1B",NA
"PSMD8",NA
"WIPF2",NA
"MFSD9",NA
"THOC6",NA
"EXTL2",NA
"CWC27",NA
"ADK",NA
"B4GALT6",NA
"CAP2",NA
"CERS1",NA
"LANCL1",NA
"VWA1",NA
"REEP3",NA
"DIRC2",NA
"TMOD2",NA
"GPR142",NA
"STAC",NA
"TAB1",NA
"PNMA3",NA
"GNPTG",NA
"PAQR6",NA
"C11orf49",NA
"SKAP1",NA
"TCEA2",NA
"FBXO44",NA
"GAL3ST3",NA
"SASH3",NA
"ATXN10",NA
"LACTB",NA
"SFXN1",NA
"PEX3",NA
"FBXO28",NA
"IRX1",NA
"GPR137B",NA
"ARG1",NA
"RNF219",NA
"TEX9",NA
"P4HB",NA
"ANKRD54",NA
"CDC7",NA
"LPO",NA
"TRAPPC4",NA
"ZNF836",NA
"SMS",NA
"CALCRL",NA
"TRMT11",NA
"SRSF2",NA
"IKZF3",NA
"ZKSCAN4",NA
"ZBTB22",NA
"GBGT1",NA
"TRIM58",NA
"PLOD2",NA
"KCTD8",NA
"CIAO1",NA
"AGA",NA
"ADAM2",NA
"RFC2",0
"MBOAT4",NA
"SMYD5",NA
"ST6GALNAC6",NA
"STK17A",NA
"SLC8A1",NA
"SPATA6",NA
"RPL10L",NA
"ZNF573",NA
"FGF3",NA
"RDH11",NA
"ZNF385A",NA
"DUSP1",NA
"CUTC",NA
"SYT11",NA
"SDE2",NA
"FICD",NA
"B4GALT4",NA
"ITGA5",NA
"PPP2CA",NA
"SLC39A14",NA
"SLC16A3",NA
"FAM83F",NA
"PRKCB",NA
"CCDC120",NA
"NT5C3B",NA
"NECAB2",NA
"POU1F1",NA
"PRKACA",NA
"SIRT2",NA
"NR1H2",NA
"HSPB1",NA
"INPP5D",0
"NSUN6",NA
"SLC16A9",NA
"AP5B1",NA
"SNX5",NA
"ECH1",NA
"MYLK2",NA
"NKX2-4",NA
"TRADD",NA
"FAM98C",NA
"HOXA5",NA
"GRSF1",NA
"NOSIP",NA
"RIOK1",NA
"PIP4P2",NA
"MROH1",NA
"GJD4",NA
"HMX2",NA
"EFCAB14",NA
"SERPING1",NA
"PROZ",NA
"FCRL4",NA
"DDI1",NA
"UGT2B10",NA
"CCDC82",NA
"PRTFDC1",NA
"ZNF671",NA
"VCAM1",NA
"SCAP",NA
"UBXN4",NA
"BTBD18",NA
"TNFRSF11B",NA
"CEP72",NA
"IRGQ",NA
"LIPA",NA
"TSN",NA
"TEKT2",NA
"ZSWIM3",NA
"FAM155A",NA
"DOCK5",NA
"FAM131A",NA
"ASRGL1",NA
"NIF3L1",NA
"FBXL7",NA
"HOXA1",NA
"KCTD13",NA
"TRIM10",NA
"GSX1",NA
"DCPS",NA
"ACOT4",NA
"KIAA1328",NA
"PLPPR5",NA
"TEDC2",NA
"TMEFF2",NA
"METTL1",NA
"HSD17B14",NA
"STAR",NA
"WWC3",NA
"CD82",0
"PARVB",NA
"UTP18",NA
"TC2N",NA
"SLC6A17",NA
"CYP2F1",NA
"ACIN1",NA
"CRTC1",NA
"ING5",NA
"SLC41A2",NA
"XKR8",NA
"CCDC60",NA
"TAF5",NA
"BHMT",NA
"PEX16",NA
"C1QTNF1",NA
"SERPINB6",NA
"MAP6",1
"FAM49B",NA
"FOXE1",NA
"KCNIP2",NA
"ZDHHC1",NA
"CEP78",NA
"MGME1",NA
"HOXA2",NA
"SGK494",NA
"RUSC2",NA
"RSPO2",NA
"ZBTB3",NA
"NELFA",NA
"LILRB5",NA
"DMRT3",NA
"HTR7",NA
"HYLS1",NA
"WSB2",NA
"DHRS7",NA
"TGDS",NA
"RNPEPL1",NA
"ZNF782",NA
"SLC35F6",NA
"DMRT2",NA
"HMG20B",NA
"ERG",NA
"OXTR",NA
"SLC24A5",NA
"DENND3",NA
"SLC36A1",NA
"NAMPT",NA
"HSPBAP1",NA
"SRR",NA
"CATSPER3",NA
"INHBE",NA
"ARRB1",NA
"PSKH1",NA
"FOXR1",NA
"RNF175",NA
"SLC16A4",NA
"OPHN1",0
"TENT5A",NA
"GATA1",NA
"PLEKHO2",NA
"MIER3",NA
"REPS2",NA
"RIMKLB",NA
"TSPAN15",NA
"C1QTNF2",NA
"PLPP1",NA
"SAE1",NA
"DAW1",NA
"FEN1",NA
"STK32A",NA
"STXBP4",NA
"BTNL9",NA
"SERINC1",1
"ASCC1",NA
"LOXHD1",NA
"G6PC3",NA
"MOB3C",NA
"ATP6V0D1",NA
"UBXN7",NA
"DRD3",NA
"DYNC1LI2",NA
"BRD1",NA
"PCDHB3",NA
"HHEX",NA
"CREB5",NA
"CELF5",NA
"NEUROD6",0
"ENPP1",NA
"FRYL",NA
"ZNF264",NA
"SLC30A1",NA
"ST6GAL2",NA
"HAPLN1",NA
"SAMD14",NA
"ENPP4",NA
"P3H4",NA
"MAP7D3",NA
"STAC3",NA
"ZNF527",NA
"EMX1",0
"SH3D21",NA
"RGPD4",NA
"MTCH2",NA
"CTSE",NA
"ZNF277",NA
"TRIM4",NA
"RPAP1",NA
"VHL",NA
"AZIN2",NA
"RAB11A",NA
"ARSB",NA
"TTC21B",NA
"ZNF132",NA
"TAF9",NA
"GALNTL5",NA
"B3GNT6",NA
"NXPE3",NA
"UNC93A",NA
"SPATA7",NA
"METTL22",NA
"DRGX",NA
"KIF25",NA
"GCM1",NA
"TCERG1L",NA
"RPS2",NA
"MYCL",NA
"MAN2A1",NA
"LIG1",NA
"ZNF675",NA
"APOE",NA
"NDUFA13",NA
"LINGO4",NA
"CACNG2",NA
"RASSF1",NA
"ZNF829",NA
"CDK20",NA
"POLE2",NA
"UBE2Q2",NA
"IKZF4",NA
"HOXC10",NA
"RNF2",NA
"TXNDC16",NA
"NKPD1",NA
"HSF5",NA
"VRK3",NA
"ZNF33B",NA
"HOXB1",NA
"NMNAT3",NA
"ENPP5",NA
"DAB1",NA
"GFAP",NA
"OGFOD2",NA
"CADM3",NA
"MECR",NA
"DDB2",NA
"BCKDK",NA
"PDE5A",NA
"FIBP",NA
"CELA2A",NA
"GBX1",NA
"TOR2A",NA
"RAD51D",NA
"GRWD1",NA
"SLC25A21",NA
"TBP",NA
"RAB39A",NA
"ABHD12",NA
"PRSS35",NA
"VIT",NA
"RETREG3",NA
"SPOCK1",NA
"VMP1",NA
"USP20",NA
"PLEKHA2",NA
"UST",NA
"CTSS",0
"TUBB6",NA
"STX3",NA
"SSBP4",NA
"DRD5",NA
"HRC",NA
"KDELC2",NA
"ZNF613",NA
"C2orf78",NA
"PIGS",NA
"KLHDC9",NA
"FOXD4",NA
"CASC4",NA
"GOPC",NA
"CRELD2",NA
"C7orf31",NA
"PRDM7",NA
"NFKBIE",NA
"CYFIP1",NA
"EI24",NA
"PPM1A",NA
"ABHD2",NA
"DLX6",NA
"UFSP2",NA
"EFNB2",NA
"VRK1",NA
"ZNF471",NA
"FBXL6",NA
"NSDHL",NA
"CTD-3088G3.8",NA
"REEP2",NA
"GPR61",NA
"CNOT9",NA
"ANKRD16",NA
"METTL4",NA
"NKX6-2",NA
"EHF",NA
"CTSW",NA
"RAPGEFL1",NA
"TACR3",NA
"PPP1R15B",NA
"ZNF766",NA
"MTG2",NA
"MMP21",NA
"ATP6AP1",NA
"WDSUB1",NA
"LMAN2",0
"UGT2A3",NA
"RP11-723O4.6",NA
"IFI16",NA
"FSD1",NA
"TRIM47",NA
"FMO2",NA
"CDC6",NA
"RNPC3",NA
"C1QTNF9B",NA
"ZNF449",NA
"GABPB1",NA
"BOC",NA
"TMCO6",NA
"RNMT",NA
"MPST",NA
"FAM92A",NA
"ATF7",NA
"PROSER3",NA
"HOXB2",NA
"FN3K",NA
"GSG1L",NA
"MRM3",NA
"ZNF324",NA
"RIT1",NA
"CYP20A1",NA
"TANK",NA
"CAMK1G",NA
"MYH11",NA
"AFM",NA
"GPN3",NA
"GPRASP2",NA
"HMCES",NA
"CSRNP2",NA
"DDX53",NA
"NAPG",NA
"SH3GLB2",NA
"ABHD3",NA
"FDPS",NA
"RPL7",NA
"CFHR4",NA
"ACTRT2",NA
"CPN1",NA
"HOMER1",NA
"FASTKD2",NA
"MCMDC2",NA
"RIBC1",NA
"DNAAF4",NA
"SIGIRR",NA
"AKAP8",NA
"ANGPTL4",NA
"UGP2",NA
"PRPS1",NA
"RFFL",NA
"ZNF746",NA
"GET4",NA
"MARCH1",NA
"KIAA1586",NA
"BBS1",NA
"MED26",NA
"TRPV6",NA
"PARP3",NA
"GPR108",NA
"CYP7A1",NA
"PITPNM3",NA
"MEX3A",NA
"SHOC2",NA
"CEP152",NA
"FAM198A",NA
"SMPD2",NA
"CPB1",NA
"PSTPIP2",NA
"TBRG1",NA
"TTLL10",NA
"KDM4D",NA
"CWC25",NA
"MUM1L1",NA
"SRSF5",NA
"TMEM237",NA
"POGK",NA
"ACBD5",NA
"WASF3",NA
"GFRA1",NA
"TMEM184C",NA
"DBT",NA
"POFUT1",NA
"ATPAF2",NA
"PDK4",NA
"MIIP",NA
"TCAIM",NA
"RAB11B",0
"TMEM231",NA
"LGALS3BP",NA
"CAPNS1",NA
"EIF2S2",NA
"PIGW",NA
"FBXO34",NA
"ZNF567",NA
"AMDHD1",NA
"ATG4D",NA
"TNNI1",NA
"C17orf47",NA
"THBD",NA
"UTP14C",NA
"OXSM",NA
"SLX4",NA
"NIPSNAP1",NA
"LMBRD1",NA
"AMN",NA
"LRRTM1",NA
"SLC25A40",NA
"SLC25A33",NA
"PRPSAP2",NA
"NKX3-2",NA
"HTR2A",NA
"PRDM4",NA
"TMEM79",NA
"ZNF786",NA
"MTDH",NA
"TMPRSS11E",NA
"ZSCAN31",NA
"HYI",NA
"DNAJC18",NA
"MCM3AP",NA
"TRIB3",NA
"LRRD1",NA
"FAM50A",NA
"PI4K2B",NA
"CASP2",NA
"MVD",NA
"ZBED5",NA
"STK32B",NA
"NAPA",NA
"TRMT13",NA
"CES1",NA
"DAB2",NA
"ZNF808",NA
"OPN4",NA
"GPR149",NA
"FOXI1",NA
"PCDHB16",NA
"CD36",NA
"RAB6A",NA
"WIF1",NA
"RNF180",NA
"GABPA",NA
"MLIP",NA
"SYT6",NA
"HOXA10",NA
"B3GALT2",NA
"TICAM1",NA
"SLC39A5",NA
"CACNG8",NA
"NIPAL1",NA
"ZNF653",NA
"RELT",NA
"FHOD3",NA
"CCDC102B",NA
"SASS6",NA
"CHMP7",NA
"FBXO46",NA
"RPRD1B",NA
"PCDHB10",NA
"ACAT2",NA
"CARD9",NA
"B3GNTL1",NA
"MMP13",NA
"ZNF77",NA
"NDRG2",NA
"HOXB9",NA
"RAB5C",NA
"HRH3",NA
"HTR1A",NA
"FAM227B",NA
"CENPT",NA
"IP6K1",NA
"CTSH",0
"STAG1",NA
"CRK",NA
"TACR1",NA
"KM-PA-2",NA
"HSD11B1L",NA
"FUT7",NA
"GFRA2",NA
"TMEM120B",NA
"GLYCTK",NA
"PTPN3",NA
"TFG",NA
"NLRP1",NA
"CDC25A",NA
"SH3GL2",NA
"GADL1",NA
"RSRC1",NA
"CLDN16",NA
"SEPT2",NA
"CYLD",NA
"HACD3",NA
"PIK3R6",NA
"LAG3",NA
"ZNF207",NA
"RNF170",NA
"CAGE1",NA
"ZNF672",NA
"CCDC62",NA
"RAB15",NA
"CERKL",NA
"HIF1AN",NA
"LRIT1",NA
"NBEA",1
"SLC46A3",NA
"ZDHHC23",NA
"AURKB",0
"GJB6",NA
"ZKSCAN3",NA
"ISLR2",NA
"PIGZ",NA
"RAB26",NA
"SLC13A5",NA
"TCP11L2",NA
"FAHD2A",NA
"RAB25",NA
"RRP36",NA
"EPHX2",NA
"METTL25",NA
"PXYLP1",NA
"AGMAT",NA
"PSMD13",NA
"STAG3",NA
"PPP1CC",NA
"SCRN2",NA
"PPP1R15A",NA
"SLC16A5",NA
"PCYOX1",NA
"DPYSL3",NA
"NTF3",NA
"PNPO",NA
"ELF2",NA
"XK",NA
"TNIP2",NA
"DLX5",NA
"AQP3",NA
"RDH10",NA
"FAM49A",NA
"ARAF",NA
"ATP9A",NA
"PASD1",NA
"ZNF582",NA
"HTATSF1",NA
"RINL",NA
"TRMT5",NA
"KIAA2012",NA
"SMC6",NA
"PIAS4",NA
"LSM14A",NA
"FSCN1",NA
"CASS4",NA
"REXO5",NA
"ZNF365",NA
"SLC16A8",NA
"HAO2",NA
"IL1RAPL2",NA
"MYOT",NA
"DCAF8L1",NA
"CLVS2",NA
"ENO4",NA
"WEE2",NA
"BHLHE23",NA
"ARHGAP40",NA
"NIPA1",NA
"MTHFSD",NA
"SYNC",NA
"GBP5",NA
"EDNRA",NA
"APOBEC3F",NA
"ZNF704",NA
"CLIC5",NA
"BAIAP2L2",NA
"UBIAD1",NA
"LRRC43",NA
"CAST",NA
"ZNF24",NA
"PRMT1",NA
"FBXO5",NA
"GBP4",NA
"ELF3",NA
"R3HCC1L",NA
"SCN1B",NA
"PLEKHB2",NA
"ZNF397",NA
"ATP6V1A",NA
"DSEL",NA
"SMOC1",NA
"SEMA6C",NA
"UCP1",NA
"GP6",NA
"ASAP2",NA
"MYD88",NA
"RBMS1",NA
"NYX",NA
"CCDC185",NA
"PITPNC1",NA
"CACNB2",NA
"LASP1",NA
"BROX",NA
"RAE1",NA
"HAPLN4",NA
"ZNF283",NA
"SHB",NA
"ANGPT4",NA
"NOC4L",NA
"STRN",NA
"TRAM1",NA
"ZNF665",NA
"TAPBPL",NA
"GJD3",NA
"EIF3E",NA
"ERICH6",NA
"LMOD3",NA
"CYP3A7",NA
"RHO",NA
"DBNL",NA
"ATP6V1D",NA
"IRAK3",NA
"FAM222B",NA
"ZNF394",NA
"UBR1",NA
"EHBP1L1",NA
"WAPL",NA
"KLHDC7B",NA
"HOXA4",NA
"HIRIP3",NA
"ZNF750",NA
"GDF7",NA
"ACP5",NA
"RHBG",NA
"PARP15",0
"CHST10",NA
"SLC6A3",NA
"TRIM16",NA
"RSAD1",NA
"ETNK2",NA
"FCRL5",NA
"NDUFAF6",NA
"VSX1",NA
"SNRNP40",NA
"DHPS",NA
"SEPT3",NA
"NDUFAF5",NA
"MORN1",NA
"MMP11",NA
"NBEAL2",NA
"RMDN2",NA
"TSC22D2",NA
"ST6GALNAC1",NA
"CRTAP",NA
"MAP2K3",NA
"CDC123",NA
"ARAP3",NA
"SLC8A3",NA
"EYA1",NA
"RBAK",NA
"SH2B2",NA
"RIPK3",NA
"TDG",NA
"LRIG3",NA
"TRAIP",NA
"NOG",NA
"DNAJC28",NA
"CCDC155",NA
"ALLC",NA
"TRMT12",NA
"PGAM1",NA
"SBDS",NA
"SNX33",NA
"SURF1",NA
"FAM43A",NA
"TMEM184A",NA
"PSRC1",NA
"SH3GL3",NA
"DLX2",NA
"NEUROD1",NA
"SPATS2L",NA
"SQOR",NA
"RNF214",NA
"TPRA1",NA
"SLC18B1",NA
"ZACN",NA
"ILF2",NA
"AQP2",NA
"IRAK4",NA
"HTR4",NA
"M1AP",NA
"MARCH4",NA
"C6orf222",NA
"PDXK",NA
"IVL",NA
"ECI1",NA
"SLC25A36",NA
"POLD3",NA
"OSGEP",NA
"UBR7",NA
"CNST",NA
"IFRD1",NA
"GRM7",NA
"ZNF148",NA
"ZNF565",NA
"MLST8",NA
"AP3B1",NA
"ZNF614",NA
"GLT1D1",NA
"ERICH6B",NA
"PAX6",NA
"MRPL43",NA
"SLCO1A2",NA
"FOSL1",NA
"CD37",0
"CELF1",1
"MDH2",NA
"EPM2AIP1",NA
"RNF121",NA
"QRFPR",NA
"CPA3",NA
"ZNF607",NA
"PCDHB2",NA
"NSMCE4A",NA
"FUT1",NA
"METTL15",NA
"ANKRD34A",NA
"GRIN3A",NA
"FUT11",NA
"CLDN10",NA
"TEDC1",NA
"PACSIN3",NA
"ADRA2A",NA
"WDFY2",NA
"ZNF564",NA
"TIAL1",NA
"NDUFS3",NA
"ADRA2B",NA
"GPC3",NA
"DCK",NA
"WASF2",NA
"CRBN",NA
"FHL1",NA
"RIPK2",NA
"GPR137",NA
"CYP2C8",NA
"GAMT",NA
"MCU",NA
"CYP39A1",NA
"ZNF41",NA
"RTCA",NA
"ZNF569",NA
"SPTAN1",NA
"PTGER3",NA
"FOXK2",NA
"MXRA8",NA
"SERINC2",NA
"ZNF616",NA
"RBM46",NA
"ZDHHC6",NA
"CLCC1",NA
"NAGPA",NA
"ZNF528",NA
"MRPS30",NA
"PTBP1",NA
"FLI1",NA
"SIGLEC12",NA
"TBC1D24",NA
"PEX13",NA
"POLDIP3",NA
"SLC16A7",NA
"C17orf53",NA
"RIOK2",NA
"POLD2",NA
"FSD1L",NA
"SETD4",NA
"CTSD",0
"LILRB3",NA
"RAVER1",NA
"CCDC141",NA
"CHADL",NA
"AUH",NA
"SLC16A10",NA
"SLC28A2",NA
"SLC22A10",NA
"VPS26B",NA
"ITGAL",NA
"CHST12",NA
"CREB1",NA
"TBCB",NA
"ADRA1D",NA
"YTHDF2",NA
"NUDC",NA
"KIAA0391",NA
"SPOP",NA
"MYBPC3",NA
"LRRIQ3",NA
"ACCSL",NA
"CYP3A4",NA
"ABLIM3",NA
"HRH1",NA
"LOXL2",NA
"CRYBB1",NA
"PRKCE",NA
"WNT8A",NA
"PRPH2",NA
"TMX3",NA
"RBM4",NA
"CARF",NA
"TOX4",NA
"EXOSC4",NA
"MGAT4C",NA
"BAG4",NA
"SLC25A4",NA
"COL23A1",NA
"MNS1",NA
"KSR1",NA
"RGP1",NA
"NUP43",NA
"NKX6-1",NA
"RBMXL1",NA
"CCDC51",NA
"PRSS33",NA
"ZNF225",NA
"SLC25A32",NA
"MNX1",NA
"ETNK1",NA
"NIT2",NA
"DGAT2",NA
"TRAFD1",NA
"GIT2",NA
"SS18L1",NA
"CLVS1",NA
"RASSF5",NA
"TCFL5",NA
"CDK11A",NA
